id,order_date,order_status,order_count,order_price,product_id,member_id,address
24,2020-04-14 11:08:04,PAYMENT_WAITING,6,6000000,12,10,은평구
25,2020-10-30 21:21:28,PAYMENT_WAITING,8,79999999999992,30,1,경기도
26,2020-07-26 3:42:31,PAYMENT_WAITING,7,7,27,27,경기도
27,2020-02-18 8:15:37,PAYMENT_WAITING,9,30600,47,13,서울특별시
28,2020-03-05 13:22:02,PAYMENT_WAITING,8,18800000,43,37,경기도
29,2020-03-30 16:18:01,PAYMENT_WAITING,5,5000000,38,38,서울
30,2020-10-23 18:49:58,PAYMENT_WAITING,9,8550000,13,21,서울시
31,2020-08-07 8:26:50,PAYMENT_WAITING,5,4500,45,2,은평구
32,2020-06-17 1:59:20,PAYMENT_WAITING,9,45000,35,22,서울
33,2020-04-25 9:10:52,PAYMENT_WAITING,9,32400,34,47,경기도
34,2020-09-29 1:03:56,PAYMENT_WAITING,8,11200,10,7,평양시
35,2020-01-27 23:29:23,PAYMENT_WAITING,10,20000000,1,1,서울특별시
36,2020-07-30 18:08:07,PAYMENT_WAITING,2,4000000,1,37,서울
37,2020-06-01 13:37:13,PAYMENT_WAITING,10,2000,42,44,서울
38,2020-03-13 8:33:32,PAYMENT_WAITING,6,4799994,11,8,은평구
39,2020-07-25 18:16:37,PAYMENT_WAITING,7,105000,41,43,서울시
40,2020-06-03 11:28:57,PAYMENT_WAITING,1,1500000,3,6,서울시
41,2020-03-30 17:09:47,PAYMENT_WAITING,3,6000,18,8,경기도
42,2020-07-02 6:23:50,PAYMENT_WAITING,5,18000,34,5,서울
43,2020-07-27 7:19:57,PAYMENT_WAITING,1,1150000,16,39,서울시
44,2020-09-09 7:29:39,PAYMENT_WAITING,8,1040000,2,8,러시아
45,2020-02-04 8:35:01,PAYMENT_WAITING,10,100,4,38,경기도
46,2020-05-12 6:57:31,PAYMENT_WAITING,1,779000,37,1,서울특별시
47,2020-03-15 3:39:02,PAYMENT_WAITING,10,10000000000,48,1,경기도
48,2020-05-20 3:33:09,PAYMENT_WAITING,2,4000,20,40,은평구
49,2020-06-09 14:45:24,PAYMENT_WAITING,8,6399992,11,38,서울
50,2020-03-29 13:41:01,PAYMENT_WAITING,9,15299999991,25,41,서울
51,2020-05-25 3:05:13,PAYMENT_WAITING,10,17500000,24,17,아크로바
52,2020-05-17 10:10:58,PAYMENT_WAITING,2,120000,15,32,서울
53,2020-10-09 22:27:51,PAYMENT_WAITING,7,140000,19,13,서울시
54,2020-10-26 11:34:54,PAYMENT_WAITING,2,2469135780,6,7,경기도
55,2020-01-11 17:09:09,PAYMENT_WAITING,7,12250000,24,31,경기도
56,2020-10-28 5:35:34,PAYMENT_WAITING,7,35000,35,6,서울시
57,2020-08-13 7:41:20,PAYMENT_WAITING,5,500000,9,15,경기도
58,2020-02-05 8:00:05,PAYMENT_WAITING,7,10500000,3,43,서울특별시
59,2020-02-23 7:25:15,PAYMENT_WAITING,2,30000,41,8,은평구
60,2020-09-09 21:08:10,PAYMENT_WAITING,10,10000000,38,14,경기도
61,2020-03-18 9:06:49,PAYMENT_WAITING,6,8400,10,36,경기도
62,2020-05-04 15:01:22,PAYMENT_WAITING,10,17500000,24,13,서울
63,2020-09-10 2:45:07,PAYMENT_WAITING,7,70,4,13,아크로바
64,2020-02-04 23:59:18,PAYMENT_WAITING,5,25000,46,34,서울시
65,2020-04-10 19:51:45,PAYMENT_WAITING,9,9000000,12,31,러시아
66,2020-01-14 8:22:19,PAYMENT_WAITING,2,2398000,29,13,지구
67,2020-03-05 10:48:49,PAYMENT_WAITING,3,10200,47,7,서울시
68,2020-09-29 23:44:56,PAYMENT_WAITING,7,12250000,24,16,평양시
69,2020-03-13 2:03:06,PAYMENT_WAITING,4,1436000,23,23,은평구
70,2020-06-01 11:15:48,PAYMENT_WAITING,1,359000,23,6,서울
71,2020-10-18 6:40:16,PAYMENT_WAITING,8,9592000,29,1,서울시
72,2020-03-21 15:22:58,PAYMENT_WAITING,10,10000,36,21,녹번동
73,2020-03-09 20:08:45,PAYMENT_WAITING,3,5003991,7,14,서울
74,2020-06-15 21:18:55,PAYMENT_WAITING,10,10000000,38,13,서울시
75,2020-03-28 19:28:49,PAYMENT_WAITING,1,4300,26,38,서울
76,2020-09-16 8:17:56,PAYMENT_WAITING,3,5099999997,25,1,경기도
77,2020-02-01 3:47:55,PAYMENT_WAITING,1,1500000,3,47,서울시
78,2020-06-25 10:57:38,PAYMENT_WAITING,9,38700,26,21,경기도
79,2020-10-06 11:16:43,PAYMENT_WAITING,5,5,27,5,아크로바
80,2020-03-17 15:10:54,PAYMENT_WAITING,5,5000000000,48,47,경기도
81,2020-02-12 13:54:54,PAYMENT_WAITING,5,5000000,38,22,서울
82,2020-03-17 11:59:36,PAYMENT_WAITING,10,10000,36,37,평양시
83,2020-01-29 21:50:54,PAYMENT_WAITING,6,6000000,38,33,서울시
84,2020-01-08 17:32:36,PAYMENT_WAITING,3,3000000000,48,9,서울시
85,2020-09-23 20:31:16,PAYMENT_WAITING,8,11200,10,16,녹번동
86,2020-03-26 13:09:54,PAYMENT_WAITING,8,8,33,4,경기도
87,2020-09-05 7:09:08,PAYMENT_WAITING,7,70000,28,19,서울특별시
88,2020-01-06 14:21:18,PAYMENT_WAITING,6,360000,15,8,서울시
89,2020-01-28 2:44:17,PAYMENT_WAITING,3,69000,14,48,평양시
90,2020-10-09 21:52:30,PAYMENT_WAITING,6,1200,42,48,서울
91,2020-02-11 22:22:30,PAYMENT_WAITING,6,9000000,3,38,서울시
92,2020-03-23 15:36:33,PAYMENT_WAITING,10,2000,42,42,서울특별시
93,2020-08-21 2:12:49,PAYMENT_WAITING,2,10000,35,28,은평구
94,2020-05-29 0:56:54,PAYMENT_WAITING,10,9500000,13,18,아크로바
95,2020-07-21 19:17:17,PAYMENT_WAITING,8,960000,40,28,서울
96,2020-03-07 4:34:04,PAYMENT_WAITING,6,2154000,23,47,경기도
97,2020-10-20 12:29:20,PAYMENT_WAITING,9,21150000,43,7,경기도
98,2020-10-12 19:45:57,PAYMENT_WAITING,8,11200,10,39,서울
99,2020-06-17 6:32:08,PAYMENT_WAITING,4,800,42,16,러시아
100,2020-08-10 8:33:00,PAYMENT_WAITING,1,130000,2,47,평양시
101,2020-05-08 17:24:21,PAYMENT_WAITING,4,40000,17,19,서울시
102,2020-06-07 4:54:59,PAYMENT_WAITING,5,6172839450,6,14,녹번동
103,2020-03-13 6:00:27,PAYMENT_WAITING,9,30600,47,48,경기도
104,2020-02-05 9:40:04,PAYMENT_WAITING,8,8000000,12,3,평양시
105,2020-07-17 7:16:10,PAYMENT_WAITING,8,120000,41,34,경기도
106,2020-10-20 15:32:38,PAYMENT_WAITING,8,1840000,22,23,서울시
107,2020-05-06 17:45:49,PAYMENT_WAITING,3,4500000,3,1,경기도
108,2020-03-21 11:12:04,PAYMENT_WAITING,8,28800,34,21,서울시
109,2020-05-28 1:04:13,PAYMENT_WAITING,1,359000,23,33,서울
110,2020-02-04 8:54:55,PAYMENT_WAITING,5,125000,21,30,서울
111,2020-09-02 12:33:19,PAYMENT_WAITING,4,40,4,47,서울
112,2020-01-28 17:56:42,PAYMENT_WAITING,2,20,4,19,은평구
113,2020-09-02 20:06:13,PAYMENT_WAITING,1,1,33,4,경기도
114,2020-08-25 11:19:11,PAYMENT_WAITING,9,2070000,22,34,경기도
115,2020-02-06 1:54:06,PAYMENT_WAITING,7,2513000,23,2,서울시
116,2020-03-21 2:42:08,PAYMENT_WAITING,1,1500000,3,3,녹번동
117,2020-02-22 0:26:08,PAYMENT_WAITING,7,70,4,28,경기도
118,2020-09-07 19:31:34,PAYMENT_WAITING,6,60000,17,44,서울
119,2020-08-16 3:14:20,PAYMENT_WAITING,3,15000000,32,28,서울
120,2020-10-19 18:13:22,PAYMENT_WAITING,8,160000,19,29,경기도
121,2020-09-12 20:25:26,PAYMENT_WAITING,2,2000,36,27,서울
122,2020-01-15 12:18:54,PAYMENT_WAITING,4,6000000,3,36,서울특별시
123,2020-04-17 21:32:53,PAYMENT_WAITING,6,30000,35,12,경기도
124,2020-08-10 0:29:16,PAYMENT_WAITING,1,1,27,4,서울
125,2020-02-04 5:52:46,PAYMENT_WAITING,7,175000,21,43,서울특별시
126,2020-03-17 7:52:33,PAYMENT_WAITING,9,15750000,24,11,서울특별시
127,2020-07-25 9:55:27,PAYMENT_WAITING,5,8750000,24,27,서울시
128,2020-03-04 7:19:46,PAYMENT_WAITING,7,7,27,42,평양시
129,2020-08-12 1:30:46,PAYMENT_WAITING,7,9800,10,21,아크로바
130,2020-10-18 18:00:54,PAYMENT_WAITING,4,4,33,24,서울시
131,2020-07-29 18:38:57,PAYMENT_WAITING,8,11200,10,28,서울
132,2020-05-03 9:58:08,PAYMENT_WAITING,6,60000000000,8,37,경기도
133,2020-09-12 2:40:13,PAYMENT_WAITING,8,40000,46,32,서울시
134,2020-03-13 19:34:34,PAYMENT_WAITING,7,1610000,22,24,서울
135,2020-07-23 11:13:15,PAYMENT_WAITING,8,9876543120,6,46,경기도
136,2020-02-14 1:36:06,PAYMENT_WAITING,4,4000000,38,1,서울
137,2020-05-12 12:02:06,PAYMENT_WAITING,4,40000,28,47,서울특별시
138,2020-06-22 21:16:21,PAYMENT_WAITING,8,79999999999992,30,31,경기도
139,2020-02-28 19:25:13,PAYMENT_WAITING,10,11990000,29,29,녹번동
140,2020-09-25 0:48:31,PAYMENT_WAITING,8,13599999992,25,24,서울특별시
141,2020-10-18 10:27:36,PAYMENT_WAITING,9,38700,26,20,서울시
142,2020-03-22 4:57:13,PAYMENT_WAITING,2,2398000,29,48,서울
143,2020-06-21 6:49:10,PAYMENT_WAITING,7,30100,26,10,서울
144,2020-02-21 20:48:37,PAYMENT_WAITING,4,14932,44,39,서울시
145,2020-09-06 20:54:39,PAYMENT_WAITING,1,1000000,12,18,서울
146,2020-08-10 19:19:16,PAYMENT_WAITING,3,2337000,37,21,서울시
147,2020-04-04 15:38:22,PAYMENT_WAITING,9,900000,9,2,서울
148,2020-04-24 5:01:18,PAYMENT_WAITING,8,13599999992,25,25,서울
149,2020-04-30 18:22:28,PAYMENT_WAITING,2,718000,23,42,서울특별시
150,2020-06-11 1:18:11,PAYMENT_WAITING,5,600000,40,1,경기도
151,2020-04-21 10:34:18,PAYMENT_WAITING,8,120000,41,38,은평구
152,2020-06-30 16:56:23,PAYMENT_WAITING,7,70000,17,4,서울특별시
153,2020-05-10 20:29:28,PAYMENT_WAITING,8,1040000,2,39,서울시
154,2020-09-17 5:03:21,PAYMENT_WAITING,6,6000000000,48,22,서울
155,2020-02-28 3:15:14,PAYMENT_WAITING,10,10000000,38,21,서울
156,2020-03-24 9:06:37,PAYMENT_WAITING,5,11750000,43,44,서울
157,2020-07-15 19:18:33,PAYMENT_WAITING,4,3199996,11,17,서울
158,2020-06-25 2:14:30,PAYMENT_WAITING,3,30000000000,8,16,아크로바
159,2020-08-02 3:05:16,PAYMENT_WAITING,2,8600,26,39,경기도
160,2020-04-16 2:49:15,PAYMENT_WAITING,6,22398,44,11,서울
161,2020-10-21 18:39:47,PAYMENT_WAITING,2,7200,34,38,경기도
162,2020-05-23 14:06:46,PAYMENT_WAITING,10,50000,35,32,서울
163,2020-08-19 5:06:55,PAYMENT_WAITING,6,6000000,12,44,은평구
164,2020-02-12 18:30:26,PAYMENT_WAITING,7,840000,40,22,평양시
165,2020-10-05 14:29:51,PAYMENT_WAITING,5,40000000,39,24,녹번동
166,2020-05-01 18:29:54,PAYMENT_WAITING,2,6800,47,15,서울
167,2020-10-25 16:29:54,PAYMENT_WAITING,8,79999999999992,30,13,서울
168,2020-08-07 14:31:47,PAYMENT_WAITING,5,50,4,24,서울시
169,2020-07-07 22:02:27,PAYMENT_WAITING,3,2337000,37,31,경기도
170,2020-06-17 2:04:35,PAYMENT_WAITING,4,800,42,13,서울시
171,2020-04-12 21:05:16,PAYMENT_WAITING,7,8641975230,6,31,서울시
172,2020-09-03 22:27:04,PAYMENT_WAITING,3,360000,40,10,서울특별시
173,2020-09-24 22:57:42,PAYMENT_WAITING,6,6,27,15,지구
174,2020-04-23 9:11:12,PAYMENT_WAITING,7,175000,21,6,서울
175,2020-04-13 1:29:07,PAYMENT_WAITING,6,150000,21,23,서울시
176,2020-10-11 15:52:40,PAYMENT_WAITING,5,8339985,7,40,경기도
177,2020-04-17 16:56:56,PAYMENT_WAITING,9,8550000,13,14,서울
178,2020-06-06 22:52:49,PAYMENT_WAITING,4,3199996,11,5,경기도
179,2020-05-23 21:29:32,PAYMENT_WAITING,2,4000000,1,43,평양시
180,2020-09-11 10:27:09,PAYMENT_WAITING,5,5000000000,48,12,서울시
181,2020-03-30 18:28:15,PAYMENT_WAITING,1,950000,13,12,아크로바
182,2020-11-02 21:32:57,PAYMENT_WAITING,8,9876543120,6,43,서울시
183,2020-09-13 6:00:20,PAYMENT_WAITING,6,5400,45,16,서울
184,2020-03-10 15:58:46,PAYMENT_WAITING,8,18800000,43,2,서울
185,2020-09-10 17:20:51,PAYMENT_WAITING,6,10500000,24,6,서울시
186,2020-10-08 1:38:57,PAYMENT_WAITING,2,2,33,31,지구
187,2020-01-07 23:10:04,PAYMENT_WAITING,1,230000,22,32,평양시
188,2020-07-03 1:00:56,PAYMENT_WAITING,10,11990000,29,45,은평구
189,2020-10-31 17:44:39,PAYMENT_WAITING,1,1234567890,6,47,경기도
190,2020-01-25 19:15:45,PAYMENT_WAITING,9,32400,34,38,러시아
191,2020-11-06 11:55:40,PAYMENT_WAITING,10,20000000,1,4,서울
192,2020-06-21 3:17:28,PAYMENT_WAITING,9,9000000,12,44,녹번동
193,2020-07-18 7:32:59,PAYMENT_WAITING,4,480000,40,36,서울시
194,2020-04-30 10:02:53,PAYMENT_WAITING,8,28800,34,20,경기도
195,2020-06-28 23:33:09,PAYMENT_WAITING,10,20000,20,42,서울시
196,2020-07-13 21:51:56,PAYMENT_WAITING,7,1400,42,31,녹번동
197,2020-03-21 14:04:54,PAYMENT_WAITING,2,2000,36,30,평양시
198,2020-09-06 0:06:31,PAYMENT_WAITING,8,34400,26,40,은평구
199,2020-02-07 15:19:23,PAYMENT_WAITING,2,19999999999998,30,5,서울
